sep=;
dias;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;Total
22;21008.00;19972.50;19282.60;18736.70;18232.00;18051.20;17906.90;19249.30;21924.30;24707.40;25834.90;26259.30;25779.60;24891.20;25667.80;27071.90;26660.40;26195.10;26576.50;26023.90;24626.90;23373.60;22896.70;21970.40;552899.10
23;20882.80;19995.30;19304.00;18645.00;18153.90;17985.30;17739.80;18848.50;21194.50;24720.90;25186.90;26048.20;25569.80;23886.80;24486.90;26263.30;26133.90;25585.80;26438.20;26343.20;24941.50;23621.00;23263.70;22617.10;547856.30
24;22032.60;21318.50;20630.70;19918.10;19206.60;18926.30;18622.00;19073.10;20305.00;22430.40;22379.50;24053.20;23834.30;21945.20;22086.00;22160.20;22086.10;23201.50;24431.50;24307.20;23185.20;23033.10;22754.00;22009.40;523929.90
25;21173.90;20395.90;19660.80;19115.10;18731.10;18524.00;18484.00;19713.00;22384.70;25507.80;26527.30;26842.30;26071.90;24772.10;25649.80;27357.50;27215.20;26441.20;26389.00;26254.80;24492.00;22966.30;23313.00;22353.70;560336.50
26;21024.20;20129.80;19750.40;19294.80;18914.80;18822.50;18801.40;19776.10;22761.00;25885.70;26449.40;27201.10;26735.10;25569.00;26438.50;27552.30;27983.40;27128.20;27459.30;27237.20;25976.60;25018.00;24868.10;23971.70;574748.60
27;22871.20;22075.00;21427.70;20919.30;20494.50;20463.80;20330.00;21453.30;24157.00;27096.60;28209.90;28489.20;27751.00;26595.70;27649.60;29377.10;28929.20;28179.50;28199.90;28064.90;26860.20;25816.20;25801.20;25034.40;606246.50
28;23849.40;22973.10;22215.30;21677.80;21226.20;21025.10;20788.90;21754.40;24126.80;27089.10;28176.30;28896.60;28150.50;27004.20;27812.00;29455.30;29154.00;28504.40;29034.20;26742.00;26647.60;25799.40;25716.20;24680.10;612499.00
29;23730.70;22868.90;22013.60;21399.10;20942.60;20833.90;20734.50;17494.30;18241.10;19911.00;20578.80;22739.30;26048.10;25751.90;27040.80;28901.80;28295.10;27529.20;27652.20;27049.10;25695.80;24306.30;24167.50;23379.00;567304.50
30;22509.90;21659.40;20982.00;20382.10;19983.30;19780.60;19607.20;20209.30;22068.80;25121.60;26072.90;26231.50;25716.10;24371.80;24278.10;11707.40;24558.60;24489.50;25896.10;25694.70;24577.60;22942.90;21401.70;22466.40;542709.60
1;21785.60;21122.60;20594.60;20050.50;19796.30;19412.40;19186.30;19697.90;20878.40;22840.40;24204.90;24132.90;23604.00;21698.00;21822.20;21894.10;21634.70;23067.70;24602.20;24726.30;23615.40;22940.00;22909.70;22427.60;528644.60
2;21747.60;21025.30;20200.20;19537.60;19228.90;19066.70;18881.10;19346.40;20861.90;24192.50;25978.20;26712.90;25656.30;24503.40;25391.20;27110.10;27020.00;26302.50;25935.80;25406.00;24201.70;23378.20;23068.70;21935.60;556688.60
3;20903.80;20253.50;19694.50;19080.00;18631.60;18407.20;18613.70;19831.40;22634.60;25577.40;26688.60;26887.80;26014.80;24878.60;25785.00;27479.60;27299.00;26610.90;26751.60;26311.70;24599.00;23532.50;23235.70;22469.80;562172.10
4;21480.00;20683.90;19988.80;19317.30;18941.00;18827.40;18863.60;20318.90;23031.20;10309.20;13226.80;26992.00;26732.90;25685.20;26291.80;28202.20;28141.80;27381.50;27591.30;27332.20;25830.50;24912.90;24551.00;23904.90;548538.40
5;22862.00;21478.10;20889.10;20380.90;20029.50;19822.40;19796.40;18701.20;21808.80;22982.10;24041.70;24772.10;25367.40;24725.50;25228.40;26968.60;26772.10;26109.40;26857.10;26066.20;25155.30;24190.90;23845.70;23022.30;561873.20
6;22221.80;21423.40;20417.90;19726.40;19445.70;19522.20;19533.50;19566.90;20676.70;22899.80;23946.50;25267.70;25334.50;24507.10;25683.30;27131.70;26908.20;26214.90;26192.40;25743.50;24451.80;23096.10;22747.50;22209.60;554869.40
7;21737.70;21202.50;20639.80;20090.50;19662.70;19517.30;19286.30;19711.90;21956.60;25064.80;26147.00;26595.80;24538.20;20656.00;23009.20;25290.10;25844.40;25412.30;25982.00;25743.90;24220.90;22707.90;22190.20;21727.50;548935.20
8;21325.40;20831.30;20178.80;19641.00;18628.10;18720.30;18608.70;19113.00;20047.70;22163.00;23163.90;23619.00;23571.90;21532.50;21630.80;21637.60;21537.60;22847.20;24320.20;24385.90;23115.10;22558.90;22000.00;21725.30;516903.20
9;20865.60;20384.40;19894.80;19489.10;19149.90;18965.60;18733.10;19793.10;22522.90;25664.80;26697.80;26891.60;26345.90;25085.10;26041.00;26627.20;27480.30;26250.00;26618.90;26109.10;24647.30;23740.70;23491.00;22711.80;564200.70
10;21897.00;21063.40;20258.10;19709.00;19269.00;19349.80;19221.00;20223.70;22672.60;25501.10;26516.10;26775.90;26122.20;24463.10;25649.90;27357.60;27060.20;26390.10;26834.10;26479.00;25152.50;24020.70;23622.70;22889.60;568498.70
11;22086.80;21420.90;20806.60;20262.50;19850.70;19315.90;19162.80;18511.70;20188.70;23340.90;24767.50;25685.10;25545.50;24496.50;24876.60;26156.70;21305.10;24147.80;25965.10;25755.70;24535.30;23406.70;23177.50;22335.00;547103.40
12;21456.80;20656.00;19970.60;19473.90;19202.20;19004.10;18881.00;19208.30;21389.00;24690.10;25890.50;26310.90;25950.90;24890.60;25867.20;27514.10;27331.80;26551.70;26795.20;26494.40;25191.30;24055.00;23528.60;22800.90;563105.30
13;21812.60;21008.00;20214.10;19694.10;19378.00;19023.20;19150.40;19019.00;20034.00;22229.60;23450.90;24128.00;25129.70;24866.00;25589.60;27148.20;26485.10;25989.90;26059.10;25687.90;24287.90;22937.10;22495.70;21859.00;547677.20
14;21171.60;20359.80;19619.10;19041.20;18693.80;18459.00;18350.70;19078.90;21174.60;24221.70;25462.10;25451.10;25304.70;23829.30;24475.30;25963.00;25897.70;25390.20;26068.00;25985.80;24608.80;23037.10;22626.90;21890.80;546161.10
15;21261.30;20699.20;20116.60;19588.10;19193.20;18893.80;18631.80;19094.40;20529.30;22608.90;24194.50;24426.50;23782.60;21892.10;21830.20;22056.20;21901.50;23135.40;24498.50;24722.10;23621.30;23001.40;22934.80;22425.10;525038.90
16;21797.60;21007.30;20284.50;19738.20;19325.30;19146.30;19156.30;20119.50;22898.10;26109.90;27274.90;27590.00;27035.70;25946.80;26705.20;28439.60;28143.80;27670.50;27532.50;27030.90;25664.60;24564.80;24587.90;23915.90;581686.30
17;22958.80;21964.50;21279.20;20720.20;20260.90;19969.10;20054.70;19541.20;21530.90;24377.50;25370.00;26818.40;26092.20;24623.60;25696.80;27502.90;27255.90;25948.50;27152.00;26858.10;25191.00;23894.20;23997.10;23253.60;572311.30
18;22135.10;21347.70;20760.10;20036.40;19208.70;18727.90;18896.50;16798.00;21542.70;25309.10;26908.90;26382.90;26115.60;24928.30;25871.00;26814.60;27067.70;26374.60;26778.50;26505.00;25289.50;24316.70;24142.70;23487.20;565745.40
19;22470.50;21623.60;20998.10;20453.40;20040.10;19891.80;20064.20;20637.40;22705.70;25522.90;26154.20;26400.30;25522.30;24067.10;25329.90;27105.10;27063.40;26506.70;26828.20;26461.50;25252.70;24345.80;24381.30;23695.70;573521.60
20;22280.90;21587.00;20984.60;20433.30;20103.40;19967.00;20087.30;20208.20;22352.20;25757.50;26832.00;27150.20;26641.60;25357.70;25702.40;26747.60;26405.90;26148.70;26842.10;26785.90;25382.60;24054.10;23994.80;23246.90;575053.70
21;22067.20;21735.00;21201.10;20666.20;20261.80;19706.30;19694.90;20164.90;21795.20;24009.10;24903.40;25009.10;24549.40;22473.90;22522.00;24197.60;24325.10;24030.40;25094.30;24908.30;24237.20;22442.90;22148.00;20648.70;542792.10
22;21398.00;20787.30;20205.30;19637.60;19355.30;19202.40;19024.40;19091.30;20366.60;22658.60;24105.10;24065.50;23930.10;21998.20;21784.90;21966.50;21793.50;23012.50;24386.30;24535.90;23261.10;22640.00;22682.90;22196.20;524085.20
23;21591.50;20903.70;20313.30;19760.70;19370.60;19206.20;19272.40;20096.80;22467.10;25721.90;26413.20;25586.70;25469.50;24397.30;24508.30;26430.70;26488.10;26084.00;26272.10;25551.10;24418.40;23384.90;23303.00;22809.40;559821.00
24;22011.10;20887.60;19718.40;19236.90;18919.10;18577.70;18842.30;19506.90;21251.40;23769.90;24345.10;24050.10;22925.00;21455.70;21632.80;22674.50;22739.80;22579.70;23942.00;24157.90;22329.30;21119.10;20278.90;19657.40;516608.80
25;19242.10;18996.40;18889.40;18720.60;18562.80;18368.60;18230.80;17954.90;18448.60;19373.30;19840.50;20039.30;20083.30;19693.30;19668.30;19413.90;19321.50;19680.70;20896.50;21198.60;20873.70;20931.40;20958.90;20756.80;470144.40
26;20262.30;19713.00;19188.10;18715.80;18485.20;18365.60;18462.10;19144.10;21384.20;24601.40;25900.60;26306.10;25679.70;24226.10;25118.80;26819.40;26593.70;26071.40;26173.80;26280.90;25046.70;23989.50;23793.90;22945.40;553267.90
27;21762.80;20941.10;20263.20;19405.10;19006.80;18898.30;19032.00;19768.20;22147.50;25685.70;26716.90;26859.50;25705.40;23887.70;24428.40;26232.50;26565.10;26207.30;26419.70;26394.90;24940.80;23748.20;23428.90;22765.60;561211.70
28;21969.60;21394.00;20786.50;20275.60;19923.60;19801.10;19828.00;20360.20;21678.30;23345.50;25045.90;25138.60;24400.00;23750.20;24542.00;26294.00;26426.80;25999.50;26692.50;26721.90;25204.00;23608.90;23615.70;23235.30;560037.70
29;22723.90;22039.90;21396.80;20944.90;20451.70;20113.40;20026.30;20245.00;21746.50;24011.10;25376.70;25189.60;24906.00;23123.60;23094.20;23094.50;23155.20;24431.10;25801.30;26109.90;24925.00;24360.30;24309.50;23616.60;555192.90
30;22857.00;22121.80;21377.60;20729.70;20284.00;20087.00;20195.90;20918.00;23601.30;26947.00;28184.70;28121.20;27397.00;26318.40;26942.30;28304.90;28306.60;27614.10;27666.70;27519.40;26270.70;24876.20;24735.00;24106.00;595482.70
31;23139.60;22347.00;21504.90;20831.50;20406.80;20132.20;20132.80;20707.10;22677.50;25837.10;27124.80;26853.60;26607.60;25435.40;25439.00;25935.20;25650.50;25398.50;26431.30;26687.90;24267.60;22498.40;21427.60;20552.60;568026.50
